Name: XWEB300
Device: WATERMETER_20131001
Time	M1_Daily	M1_Weekly	M1_Monthly	M1_Yearly	Ground Water Meter Total (L)	M1_Avr_Daily	M1_Avr_Weekly	M1_Avr_Monthly	M1_Avr_Yearly	BH1@25m (1-3)	BH1@50m (1-4)	BH1@50m (1-5) - u/s	BH1@25m (1-6) - u/s	Ipro_Probe_5	Ipro_Probe_6	
19/09/2016 05.35.42	      4360	     11210	     40160	      5938	     28106	      9468	       820	      2858	     10854	     101.9	      48.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 05.40.42	      4510	     11360	     40310	      6088	     28256	      9468	       820	      2858	     10854	     101.9	      47.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 05.46.04	      4670	     11520	     40470	      6248	     28416	      9468	       820	      2858	     10854	     101.9	      48.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 05.51.26	      4830	     11680	     40630	      6408	     28576	      9468	       820	      2858	     10854	     101.9	      48.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.01.38	      5130	     11980	     40930	      6708	     28876	      9468	       820	      2858	     10854	     101.9	      48.3	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.06.51	      5280	     12130	     41080	      6858	     29026	      9468	       820	      2858	     10854	     101.9	      47.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.11.54	      5280	     12130	     41080	      6858	     29026	      9468	       820	      2858	     10854	     101.9	      47.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.17.04	      5340	     12190	     41140	      6918	     29086	      9468	       820	      2858	     10854	     102.0	      47.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.22.20	      5500	     12350	     41300	      7078	     29246	      9468	       820	      2858	     10854	     102.1	      47.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.27.30	      5530	     12380	     41330	      7108	     29276	      9468	       820	      2858	     10854	     102.1	      48.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.32.40	      5530	     12380	     41330	      7108	     29276	      9468	       820	      2858	     10854	     102.1	      48.3	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.37.59	      5530	     12380	     41330	      7108	     29276	      9468	       820	      2858	     10854	     102.1	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.43.10	      5530	     12380	     41330	      7108	     29276	      9468	       820	      2858	     10854	     102.2	      48.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.48.18	      5680	     12530	     41480	      7258	     29426	      9468	       820	      2858	     10854	     102.2	      48.3	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.53.36	      5830	     12680	     41630	      7408	     29576	      9468	       820	      2858	     10854	     102.2	      48.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 06.58.55	      5830	     12680	     41630	      7408	     29576	      9468	       820	      2858	     10854	     102.3	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.04.23	      5910	     12760	     41710	      7488	     29656	      9468	       820	      2858	     10854	     102.3	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.09.27	      5970	     12820	     41770	      7548	     29716	      9468	       820	      2858	     10854	     102.3	      48.5	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.14.30	      5970	     12820	     41770	      7548	     29716	      9468	       820	      2858	     10854	     102.3	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.19.44	      6120	     12970	     41920	      7698	     29866	      9468	       820	      2858	     10854	     102.3	      48.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.25.02	      6170	     13020	     41970	      7748	     29916	      9468	       820	      2858	     10854	     102.3	      48.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.30.20	      6190	     13040	     41990	      7768	     29936	      9468	       820	      2858	     10854	     102.4	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.35.32	      6270	     13120	     42070	      7848	     30016	      9468	       820	      2858	     10854	     102.5	      49.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.40.52	      6270	     13120	     42070	      7848	     30016	      9468	       820	      2858	     10854	     102.6	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.46.12	      6340	     13190	     42140	      7918	     30086	      9468	       820	      2858	     10854	     102.6	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.51.36	      6410	     13260	     42210	      7988	     30156	      9468	       820	      2858	     10854	     102.6	      49.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 07.56.49	      6410	     13260	     42210	      7988	     30156	      9468	       820	      2858	     10854	     102.6	      48.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.01.52	      6510	     13360	     42310	      8088	     30256	      9468	       820	      2858	     10854	     102.6	      48.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.07.11	      6550	     13400	     42350	      8128	     30296	      9468	       820	      2858	     10854	     102.6	      48.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.12.25	      6550	     13400	     42350	      8128	     30296	      9468	       820	      2858	     10854	     102.6	      49.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.17.25	      6660	     13510	     42460	      8238	     30406	      9468	       820	      2858	     10854	     102.6	      49.5	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.22.29	      6680	     13530	     42480	      8258	     30426	      9468	       820	      2858	     10854	     102.6	      49.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.27.55	      6680	     13530	     42480	      8258	     30426	      9468	       820	      2858	     10854	     102.6	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.32.59	      6720	     13570	     42520	      8298	     30466	      9468	       820	      2858	     10854	     102.6	      48.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.38.19	      6720	     13570	     42520	      8298	     30466	      9468	       820	      2858	     10854	     102.6	      49.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.43.31	      6720	     13570	     42520	      8298	     30466	      9468	       820	      2858	     10854	     102.6	      49.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.48.31	      6840	     13690	     42640	      8418	     30586	      9468	       820	      2858	     10854	     102.6	      49.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.53.38	      6840	     13690	     42640	      8418	     30586	      9468	       820	      2858	     10854	     102.6	      49.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 08.58.53	      6840	     13690	     42640	      8418	     30586	      9468	       820	      2858	     10854	     102.6	      49.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.04.03	      6840	     13690	     42640	      8418	     30586	      9468	       820	      2858	     10854	     102.6	      49.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.09.12	      6840	     13690	     42640	      8418	     30586	      9468	       820	      2858	     10854	     102.6	      49.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.14.28	      6870	     13720	     42670	      8448	     30616	      9468	       820	      2858	     10854	     102.6	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.19.31	      6870	     13720	     42670	      8448	     30616	      9468	       820	      2858	     10854	     102.6	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.24.54	      6870	     13720	     42670	      8448	     30616	      9468	       820	      2858	     10854	     102.6	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.30.14	      6940	     13790	     42740	      8518	     30686	      9468	       820	      2858	     10854	     102.6	      49.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.35.32	      7100	     13950	     42900	      8678	     30846	      9468	       820	      2858	     10854	     102.6	      48.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.40.39	      7260	     14110	     43060	      8838	     31006	      9468	       820	      2858	     10854	     102.6	      49.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.45.51	      7420	     14270	     43220	      8998	     31166	      9468	       820	      2858	     10854	     102.6	      49.5	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.51.06	      7570	     14420	     43370	      9148	     31316	      9468	       820	      2858	     10854	     102.6	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 09.56.06	      7730	     14580	     43530	      9308	     31476	      9468	       820	      2858	     10854	     102.6	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.01.24	      7850	     14700	     43650	      9428	     31596	      9468	       820	      2858	     10854	     102.5	      49.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.06.43	      7850	     14700	     43650	      9428	     31596	      9468	       820	      2858	     10854	     102.5	      49.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.12.03	      7850	     14700	     43650	      9428	     31596	      9468	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.17.21	      7850	     14700	     43650	      9428	     31596	      9468	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.22.23	      7880	     14730	     43680	      9458	     31626	      9468	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.27.31	      7950	     14800	     43750	      9528	     31696	      9468	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.32.36	      7950	     14800	     43750	      9528	     31696	      9468	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.37.52	      7970	     14820	     43770	      9548	     31716	      9468	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.43.01	      8000	     14850	     43800	      9578	     31746	      9468	       820	      2858	     10854	     102.5	      50.3	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.48.24	      8000	     14850	     43800	      9578	     31746	      9468	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.53.34	      8040	     14890	     43840	      9618	     31786	      9468	       820	      2858	     10854	     102.5	      50.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 10.58.42	      8040	     14890	     43840	      9618	     31786	      9468	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 11.04.05	      8040	     14890	     43840	      9618	     31786	      9468	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 11.09.27	      8080	     14930	     43880	      9658	     31826	      9468	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 11.14.32	      8080	     14930	     43880	      9658	     31826	      9468	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 11.19.40	      8080	     14930	     43880	      9658	     31826	      9468	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 11.24.55	      8080	     14930	     43880	      9658	     31826	      9468	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 11.30.00	      8080	     14930	     43880	      9658	     31826	      9468	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 11.35.03	      8080	     14930	     43880	      9658	     31826	      9468	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 11.40.06	      8110	     14960	     43910	      9688	     31856	      9468	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 11.45.22	      8110	     14960	     43910	      9688	     31856	      9468	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 11.50.42	      8110	     14960	     43910	      9688	     31856	      9468	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.03.22	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.08.37	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.13.43	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.19.04	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.24.27	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.29.40	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.34.46	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.40.02	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.45.25	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.50.31	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.3	     106.8	       0.0	       0.0	       0.0	
19/09/2016 12.55.52	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.01.13	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.06.22	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.11.39	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.16.55	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.22.03	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.27.11	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.32.11	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.5	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.37.13	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.42.13	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.5	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.47.26	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.52.43	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 13.57.45	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.3	     106.8	       0.0	       0.0	       0.0	
19/09/2016 14.03.03	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 14.08.15	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 14.13.35	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.5	     106.8	       0.0	       0.0	       0.0	
19/09/2016 14.18.47	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 14.24.04	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 14.29.27	      8140	     14990	     43940	      9718	     31886	      9468	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 14.39.47	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.3	     106.8	       0.0	       0.0	       0.0	
19/09/2016 14.45.13	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 14.50.24	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 14.55.38	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.01.02	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.06.17	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.11.17	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.16.38	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.21.43	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.26.44	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.31.46	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.36.59	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.42.04	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.47.24	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.52.26	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 15.57.40	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.02.45	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.08.01	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.13.22	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.18.23	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.23.36	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.28.38	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.33.48	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.39.01	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.44.19	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.3	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.49.34	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 16.55.01	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.00.09	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.05.27	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.10.46	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.15.52	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.21.00	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.26.17	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.31.17	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.3	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.36.19	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.41.19	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.46.27	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.51.32	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 17.56.47	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.01.58	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.06.58	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.12.00	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.17.23	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.22.26	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.27.46	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.32.51	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.38.14	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.43.17	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.48.25	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.53.33	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 18.58.41	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.04.02	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.09.09	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.14.21	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.5	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.19.42	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.24.47	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.30.07	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.35.11	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.40.13	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.45.22	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.50.27	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 19.55.42	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.00.48	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      52.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.05.48	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.5	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.10.57	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.16.14	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.21.30	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.26.33	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.31.52	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.36.56	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      48.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.42.21	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.47.39	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.52.39	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 20.57.44	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
