Name: XWEB300
Device: WATERMETER_20131001
Time	M1_Daily	M1_Weekly	M1_Monthly	M1_Yearly	Ground Water Meter Total (L)	M1_Avr_Daily	M1_Avr_Weekly	M1_Avr_Monthly	M1_Avr_Yearly	BH1@25m (1-3)	BH1@50m (1-4)	BH1@50m (1-5) - u/s	BH1@25m (1-6) - u/s	Ipro_Probe_5	Ipro_Probe_6	
07/09/2016 21.02.12	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      43.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.07.33	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.12.53	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      43.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.18.01	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      43.4	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.23.11	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      43.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.28.23	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.33.35	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.38.56	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      43.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.44.02	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.49.07	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.54.21	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.2	     106.8	       0.0	       0.0	       0.0	
07/09/2016 21.59.38	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.04.54	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.09.57	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.14.57	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.19.58	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.25.01	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.30.11	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.35.18	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.3	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.40.30	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.45.43	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.50.46	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 22.55.47	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.5	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.00.50	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.05.57	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.11.07	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.16.22	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.21.40	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.26.59	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.8	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.32.17	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.1	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.37.19	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.9	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.42.20	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      43.6	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.47.22	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      43.7	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.52.46	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.0	     106.8	       0.0	       0.0	       0.0	
07/09/2016 23.58.00	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.2	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.03.28	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.4	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.08.43	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.5	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.13.57	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.1	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.19.18	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.0	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.24.34	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.8	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.29.49	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.7	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.35.06	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.5	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.40.19	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      47.0	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.45.27	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.8	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.50.37	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      47.0	     106.8	       0.0	       0.0	       0.0	
08/09/2016 00.55.39	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.5	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.00.51	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.5	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.05.54	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.4	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.10.57	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.5	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.15.59	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.3	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.21.09	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.0	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.26.26	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.8	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.31.44	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.4	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.36.53	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.0	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.42.12	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      44.8	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.47.15	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.7	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.52.25	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.1	     106.8	       0.0	       0.0	       0.0	
08/09/2016 01.57.42	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.7	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.02.57	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.8	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.08.16	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      45.9	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.13.39	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.1	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.18.48	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.5	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.24.07	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.3	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.29.19	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.0	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.34.23	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      46.1	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.39.28	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      47.2	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.44.33	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      48.0	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.49.47	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      47.2	     106.8	       0.0	       0.0	       0.0	
08/09/2016 02.55.03	         0	     17590	      9168	     17434	     39602	     10013	      5984	     39819	     10854	     100.2	      47.1	     106.8	       0.0	       0.0	       0.0	
